SiteNumber,IslandCode,IslandName,SiteCode,SiteName,Species,ScientificName,CommonName,SurveyYear,Date,TotalCount,MeanDensity_sqm,StandardDeviation,StandardError,AreaSurveyed_sqm,MeanDepth,IslandDate,Island_Mean_Density,IslandSD,IslandSE,IslandAreaSurveyed,IslandTotalCount,SurveyType,IslandQuads,QuadratsSampled
2,SM,San Miguel Island,HR,Hare Rock,11002,Pisaster giganteus,Giant-spined Sea Star,2000,2000-06-26,101,0.505,0.6883,0.1088,200,20.5,2000-06-26,0.275,0.5423,0.0606,400,110,Five_Meter,NA,NA
2,SM,San Miguel Island,HR,Hare Rock,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2001,2001-07-16,0,0,0,0,200,20.5,2001-08-06,0.0583,0.1543,0.0141,600,35,Five_Meter,NA,NA
2,SM,San Miguel Island,HR,Hare Rock,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2001,2001-07-16,0,0,0,0,200,20.5,2001-08-06,0.05,0.1402,0.0128,600,30,Five_Meter,NA,NA
2,SM,San Miguel Island,HR,Hare Rock,11002,Pisaster giganteus,Giant-spined Sea Star,2001,2001-07-16,107,0.535,0.5051,0.0799,200,20.5,2001-08-06,0.3183,0.4487,0.041,600,191,Five_Meter,NA,NA
2,SM,San Miguel Island,HR,Hare Rock,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2002,2002-07-08,0,0,0,0,200,20.5,2002-07-15,0.0825,0.2005,0.0224,400,33,Five_Meter,NA,NA
2,SM,San Miguel Island,HR,Hare Rock,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2002,2002-07-08,1,0.005,0.0316,0.005,200,20.5,2002-07-15,0.265,0.4326,0.0484,400,106,Five_Meter,NA,NA
2,SM,San Miguel Island,HR,Hare Rock,11002,Pisaster giganteus,Giant-spined Sea Star,2002,2002-07-08,152,0.76,0.8218,0.1299,200,20.5,2002-07-15,0.41,0.6817,0.0762,400,164,Five_Meter,NA,NA
2,SM,San Miguel Island,HR,Hare Rock,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2003,2003-09-08,28,0.14,0.2274,0.0359,200,20.5,2003-09-08,0.2717,0.3581,0.0327,600,163,Five_Meter,NA,NA
2,SM,San Miguel Island,HR,Hare Rock,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2003,2003-09-08,21,0.105,0.1632,0.0258,200,20.5,2003-09-08,0.3967,0.6534,0.0596,600,238,Five_Meter,NA,NA
2,SM,San Miguel Island,HR,Hare Rock,11002,Pisaster giganteus,Giant-spined Sea Star,2003,2003-09-08,58,0.29,0.7218,0.1141,200,20.5,2003-09-08,0.1817,0.4594,0.0419,600,109,Five_Meter,NA,NA
2,SM,San Miguel Island,HR,Hare Rock,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2004,2004-07-26,91,0.455,0.4641,0.0734,200,20.5,2004-08-16,0.31,0.3665,0.0335,600,186,Five_Meter,NA,NA
2,SM,San Miguel Island,HR,Hare Rock,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2004,2004-07-26,141,0.705,0.8277,0.1309,200,20.5,2004-08-16,0.285,0.5743,0.0524,600,171,Five_Meter,NA,NA
2,SM,San Miguel Island,HR,Hare Rock,11002,Pisaster giganteus,Giant-spined Sea Star,2004,2004-07-26,61,0.305,0.5223,0.0826,200,20.5,2004-08-16,0.2367,0.43,0.0392,600,142,Five_Meter,NA,NA
2,SM,San Miguel Island,HR,Hare Rock,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2005,2005-06-13,93,0.465,0.5132,0.0811,200,20.5,2005-07-20,0.2433,0.3732,0.0341,600,146,Five_Meter,NA,NA
2,SM,San Miguel Island,HR,Hare Rock,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2005,2005-06-13,169,0.845,0.8659,0.1369,200,20.5,2005-07-20,0.335,0.6347,0.0579,600,201,Five_Meter,NA,NA
2,SM,San Miguel Island,HR,Hare Rock,11002,Pisaster giganteus,Giant-spined Sea Star,2005,2005-06-13,35,0.175,0.2725,0.0431,200,20.5,2005-07-20,0.2067,0.4572,0.0417,600,124,Five_Meter,NA,NA
2,SM,San Miguel Island,HR,Hare Rock,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2006,2006-06-19,96,0.48,0.6157,0.0973,200,20.5,2006-08-14,0.3233,0.4309,0.0393,600,194,Five_Meter,NA,NA
2,SM,San Miguel Island,HR,Hare Rock,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2006,2006-06-19,110,0.55,0.4894,0.0774,200,20.5,2006-08-14,0.45,0.4733,0.0432,600,270,Five_Meter,NA,NA
2,SM,San Miguel Island,HR,Hare Rock,11002,Pisaster giganteus,Giant-spined Sea Star,2006,2006-06-19,21,0.105,0.2264,0.0358,200,20.5,2006-08-14,0.2033,0.3802,0.0347,600,122,Five_Meter,NA,NA
2,SM,San Miguel Island,HR,Hare Rock,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2007,2007-07-09,44,0.22,0.3702,0.0585,200,20.5,2007-07-09,0.3067,0.3819,0.0349,600,184,Five_Meter,NA,NA
2,SM,San Miguel Island,HR,Hare Rock,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2007,2007-07-09,99,0.495,0.9881,0.1562,200,20.5,2007-07-09,0.225,0.6365,0.0581,600,135,Five_Meter,NA,NA
2,SM,San Miguel Island,HR,Hare Rock,11002,Pisaster giganteus,Giant-spined Sea Star,2007,2007-07-09,6,0.03,0.1159,0.0183,200,20.5,2007-07-09,0.1233,0.2489,0.0227,600,74,Five_Meter,NA,NA
2,SM,San Miguel Island,HR,Hare Rock,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2008,2008-09-08,0,0,0,0,200,20.5,2008-09-22,0.16,0.2254,0.0206,600,96,Five_Meter,NA,NA
2,SM,San Miguel Island,HR,Hare Rock,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2008,2008-09-08,0,0,0,0,200,20.5,2008-09-22,0.0933,0.2184,0.0199,600,56,Five_Meter,NA,NA
2,SM,San Miguel Island,HR,Hare Rock,11002,Pisaster giganteus,Giant-spined Sea Star,2008,2008-09-08,30,0.15,0.2342,0.037,200,20.5,2008-09-22,0.1717,0.3082,0.0281,600,103,Five_Meter,NA,NA
2,SM,San Miguel Island,HR,Hare Rock,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2009,2009-08-17,0,0,0,0,200,20.5,2009-08-05,0.165,0.2588,0.0236,600,99,Five_Meter,NA,NA
2,SM,San Miguel Island,HR,Hare Rock,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2009,2009-08-17,0,0,0,0,200,20.5,2009-08-05,0.08,0.2519,0.023,600,48,Five_Meter,NA,NA
2,SM,San Miguel Island,HR,Hare Rock,11002,Pisaster giganteus,Giant-spined Sea Star,2009,2009-08-17,21,0.105,0.2075,0.0328,200,20.5,2009-08-05,0.135,0.2503,0.0228,600,81,Five_Meter,NA,NA
2,SM,San Miguel Island,HR,Hare Rock,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2010,2010-09-13,0,0,0,0,200,20.5,2010-08-11,0.155,0.234,0.0214,600,93,Five_Meter,NA,NA
2,SM,San Miguel Island,HR,Hare Rock,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2010,2010-09-13,0,0,0,0,200,20.5,2010-08-11,0.1717,0.352,0.0321,600,103,Five_Meter,NA,NA
2,SM,San Miguel Island,HR,Hare Rock,2016,Sargassum horneri,Devil Weed (Adult),2010,2010-09-13,0,0,0,0,200,20.5,2010-08-11,0,0,0,600,0,Five_Meter,NA,NA
2,SM,San Miguel Island,HR,Hare Rock,2016.5,Sargassum horneri,Devil Weed (Juvenile),2010,2010-09-13,0,0,0,0,200,20.5,2010-08-11,0,0,0,600,0,Five_Meter,NA,NA
2,SM,San Miguel Island,HR,Hare Rock,11002,Pisaster giganteus,Giant-spined Sea Star,2010,2010-09-13,46,0.23,0.3777,0.0597,200,20.5,2010-08-11,0.2017,0.3405,0.0311,600,121,Five_Meter,NA,NA
2,SM,San Miguel Island,HR,Hare Rock,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2011,2011-09-14,0,0,0,0,200,20.5,2011-09-21,0.16,0.2613,0.0239,600,96,Five_Meter,NA,NA
2,SM,San Miguel Island,HR,Hare Rock,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2011,2011-09-14,0,0,0,0,200,20.5,2011-09-21,0.055,0.1346,0.0123,600,33,Five_Meter,NA,NA
2,SM,San Miguel Island,HR,Hare Rock,2016,Sargassum horneri,Devil Weed (Adult),2011,2011-09-14,0,0,0,0,200,20.5,2011-09-21,0,0,0,600,0,Five_Meter,NA,NA
2,SM,San Miguel Island,HR,Hare Rock,2016.5,Sargassum horneri,Devil Weed (Juvenile),2011,2011-09-14,0,0,0,0,200,20.5,2011-09-21,0,0,0,600,0,Five_Meter,NA,NA
2,SM,San Miguel Island,HR,Hare Rock,11002,Pisaster giganteus,Giant-spined Sea Star,2011,2011-09-14,65,0.325,0.459,0.0726,200,20.5,2011-09-21,0.19,0.3438,0.0314,600,114,Five_Meter,NA,NA
2,SM,San Miguel Island,HR,Hare Rock,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2012,2012-08-30,4,0.02,0.0608,0.0096,200,20.5,2012-08-06,0.1283,0.2151,0.0196,600,77,Five_Meter,NA,NA
2,SM,San Miguel Island,HR,Hare Rock,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2012,2012-08-30,5,0.025,0.0927,0.0147,200,20.5,2012-08-06,0.1133,0.2054,0.0187,600,68,Five_Meter,NA,NA
2,SM,San Miguel Island,HR,Hare Rock,2016,Sargassum horneri,Devil Weed (Adult),2012,2012-08-30,0,0,0,0,200,20.5,2012-08-06,0,0,0,600,0,Five_Meter,NA,NA
2,SM,San Miguel Island,HR,Hare Rock,2016.5,Sargassum horneri,Devil Weed (Juvenile),2012,2012-08-30,0,0,0,0,200,20.5,2012-08-06,0,0,0,600,0,Five_Meter,NA,NA
2,SM,San Miguel Island,HR,Hare Rock,11002,Pisaster giganteus,Giant-spined Sea Star,2012,2012-08-30,74,0.37,0.4762,0.0753,200,20.5,2012-08-06,0.2433,0.3471,0.0317,600,146,Five_Meter,NA,NA
2,SM,San Miguel Island,HR,Hare Rock,11011,Pisaster ochraceus,Ochre Sea Star,2012,2012-08-30,0,0,0,0,200,20.5,2012-08-06,0,0,0,600,0,Five_Meter,NA,NA
2,SM,San Miguel Island,HR,Hare Rock,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2013,2013-10-19,2,0.01,0.0441,0.007,200,20.5,2013-09-27,0.2433,0.3199,0.0292,600,146,Five_Meter,NA,NA
2,SM,San Miguel Island,HR,Hare Rock,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2013,2013-10-19,0,0,0,0,200,20.5,2013-09-27,0.0417,0.1157,0.0106,600,25,Five_Meter,NA,NA
2,SM,San Miguel Island,HR,Hare Rock,2016,Sargassum horneri,Devil Weed (Adult),2013,2013-10-19,0,0,0,0,200,20.5,2013-09-27,0,0,0,600,0,Five_Meter,NA,NA
2,SM,San Miguel Island,HR,Hare Rock,2016.5,Sargassum horneri,Devil Weed (Juvenile),2013,2013-10-19,0,0,0,0,200,20.5,2013-09-27,0,0,0,600,0,Five_Meter,NA,NA
2,SM,San Miguel Island,HR,Hare Rock,11002,Pisaster giganteus,Giant-spined Sea Star,2013,2013-10-19,78,0.39,0.4684,0.0741,200,20.5,2013-09-27,0.2167,0.3426,0.0313,600,130,Five_Meter,NA,NA
2,SM,San Miguel Island,HR,Hare Rock,11011,Pisaster ochraceus,Ochre Sea Star,2013,2013-10-19,0,0,0,0,200,20.5,2013-09-27,0.0017,0.0183,0.0017,600,1,Five_Meter,NA,NA
2,SM,San Miguel Island,HR,Hare Rock,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2014,2014-08-12,0,0,0,0,200,20.5,2014-08-29,0.145,0.2024,0.0185,600,87,Five_Meter,NA,NA
2,SM,San Miguel Island,HR,Hare Rock,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2014,2014-08-12,0,0,0,0,200,20.5,2014-08-29,0.0467,0.1236,0.0113,600,28,Five_Meter,NA,NA
2,SM,San Miguel Island,HR,Hare Rock,2016,Sargassum horneri,Devil Weed (Adult),2014,2014-08-12,0,0,0,0,200,20.5,2014-08-29,0,0,0,600,0,Five_Meter,NA,NA
2,SM,San Miguel Island,HR,Hare Rock,2016.5,Sargassum horneri,Devil Weed (Juvenile),2014,2014-08-12,0,0,0,0,200,20.5,2014-08-29,0,0,0,600,0,Five_Meter,NA,NA
2,SM,San Miguel Island,HR,Hare Rock,11002,Pisaster giganteus,Giant-spined Sea Star,2014,2014-08-12,4,0.02,0.0608,0.0096,200,20.5,2014-08-29,0.01,0.0438,0.004,600,6,Five_Meter,NA,NA
2,SM,San Miguel Island,HR,Hare Rock,11011,Pisaster ochraceus,Ochre Sea Star,2014,2014-08-12,0,0,0,0,200,20.5,2014-08-29,0,0,0,600,0,Five_Meter,NA,NA
2,SM,San Miguel Island,HR,Hare Rock,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2015,2015-06-09,0,0,0,0,200,20.5,2015-08-06,0.1433,0.2278,0.0208,600,86,Five_Meter,NA,NA
2,SM,San Miguel Island,HR,Hare Rock,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2015,2015-06-09,0,0,0,0,200,20.5,2015-08-06,0.0333,0.0947,0.0086,600,20,Five_Meter,NA,NA
2,SM,San Miguel Island,HR,Hare Rock,2016,Sargassum horneri,Devil Weed (Adult),2015,2015-06-09,0,0,0,0,200,20.5,2015-08-06,0,0,0,600,0,Five_Meter,NA,NA
2,SM,San Miguel Island,HR,Hare Rock,2016.5,Sargassum horneri,Devil Weed (Juvenile),2015,2015-06-09,0,0,0,0,200,20.5,2015-08-06,0,0,0,600,0,Five_Meter,NA,NA
2,SM,San Miguel Island,HR,Hare Rock,11002,Pisaster giganteus,Giant-spined Sea Star,2015,2015-06-09,5,0.025,0.1581,0.025,200,20.5,2015-08-06,0.0133,0.0961,0.0088,600,8,Five_Meter,NA,NA
2,SM,San Miguel Island,HR,Hare Rock,11011,Pisaster ochraceus,Ochre Sea Star,2015,2015-06-09,0,0,0,0,200,20.5,2015-08-06,0,0,0,600,0,Five_Meter,NA,NA
2,SM,San Miguel Island,HR,Hare Rock,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2016,2016-08-09,0,0,0,0,200,20.5,2016-08-10,0.0883,0.1485,0.0136,600,53,Five_Meter,NA,NA
2,SM,San Miguel Island,HR,Hare Rock,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2016,2016-08-09,0,0,0,0,200,20.5,2016-08-10,0.0617,0.1462,0.0133,600,37,Five_Meter,NA,NA
2,SM,San Miguel Island,HR,Hare Rock,2016,Sargassum horneri,Devil Weed (Adult),2016,2016-08-09,0,0,0,0,200,20.5,2016-08-10,0,0,0,600,0,Five_Meter,NA,NA
2,SM,San Miguel Island,HR,Hare Rock,2016.5,Sargassum horneri,Devil Weed (Juvenile),2016,2016-08-09,0,0,0,0,200,20.5,2016-08-10,0,0,0,600,0,Five_Meter,NA,NA
2,SM,San Miguel Island,HR,Hare Rock,11002,Pisaster giganteus,Giant-spined Sea Star,2016,2016-08-09,0,0,0,0,200,20.5,2016-08-10,0.0017,0.0183,0.0017,600,1,Five_Meter,NA,NA
2,SM,San Miguel Island,HR,Hare Rock,11011,Pisaster ochraceus,Ochre Sea Star,2016,2016-08-09,0,0,0,0,200,20.5,2016-08-10,0,0,0,600,0,Five_Meter,NA,NA
2,SM,San Miguel Island,HR,Hare Rock,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2017,2017-07-12,0,0,0,0,200,20.5,2017-07-21,0.19,0.3278,0.0299,600,114,Five_Meter,NA,NA
2,SM,San Miguel Island,HR,Hare Rock,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2017,2017-07-12,0,0,0,0,200,20.5,2017-07-21,0.1583,0.335,0.0306,600,95,Five_Meter,NA,NA
2,SM,San Miguel Island,HR,Hare Rock,2016,Sargassum horneri,Devil Weed (Adult),2017,2017-07-12,0,0,0,0,200,20.5,2017-07-21,0,0,0,600,0,Five_Meter,NA,NA
2,SM,San Miguel Island,HR,Hare Rock,2016.5,Sargassum horneri,Devil Weed (Juvenile),2017,2017-07-12,0,0,0,0,200,20.5,2017-07-21,0,0,0,600,0,Five_Meter,NA,NA
2,SM,San Miguel Island,HR,Hare Rock,11002,Pisaster giganteus,Giant-spined Sea Star,2017,2017-07-12,0,0,0,0,200,20.5,2017-07-21,0.0033,0.0257,0.0023,600,2,Five_Meter,NA,NA
2,SM,San Miguel Island,HR,Hare Rock,11011,Pisaster ochraceus,Ochre Sea Star,2017,2017-07-12,0,0,0,0,200,20.5,2017-07-21,0,0,0,600,0,Five_Meter,NA,NA
2,SM,San Miguel Island,HR,Hare Rock,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2018,2018-09-25,0,0,0,0,200,20.5,2018-09-14,0.0233,0.0827,0.0076,600,14,Five_Meter,NA,NA
2,SM,San Miguel Island,HR,Hare Rock,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2018,2018-09-25,0,0,0,0,200,20.5,2018-09-14,0.0117,0.0537,0.0049,600,7,Five_Meter,NA,NA
2,SM,San Miguel Island,HR,Hare Rock,2016,Sargassum horneri,Devil Weed (Adult),2018,2018-09-25,0,0,0,0,200,20.5,2018-09-14,0,0,0,600,0,Five_Meter,NA,NA
2,SM,San Miguel Island,HR,Hare Rock,2016.5,Sargassum horneri,Devil Weed (Juvenile),2018,2018-09-25,0,0,0,0,200,20.5,2018-09-14,0,0,0,600,0,Five_Meter,NA,NA
2,SM,San Miguel Island,HR,Hare Rock,11002,Pisaster giganteus,Giant-spined Sea Star,2018,2018-09-25,2,0.01,0.0632,0.01,200,20.5,2018-09-14,0.0083,0.0478,0.0044,600,5,Five_Meter,NA,NA
2,SM,San Miguel Island,HR,Hare Rock,11011,Pisaster ochraceus,Ochre Sea Star,2018,2018-09-25,0,0,0,0,200,20.5,2018-09-14,0,0,0,600,0,Five_Meter,NA,NA
2,SM,San Miguel Island,HR,Hare Rock,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2019,2019-10-08,0,0,0,0,200,20.5,2019-09-29,0,0,0,600,0,Five_Meter,NA,NA
2,SM,San Miguel Island,HR,Hare Rock,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2019,2019-10-08,0,0,0,0,200,20.5,2019-09-29,0,0,0,600,0,Five_Meter,NA,NA
2,SM,San Miguel Island,HR,Hare Rock,2016,Sargassum horneri,Devil Weed (Adult),2019,2019-10-08,0,0,0,0,200,20.5,2019-09-29,0,0,0,600,0,Five_Meter,NA,NA
2,SM,San Miguel Island,HR,Hare Rock,2016.5,Sargassum horneri,Devil Weed (Juvenile),2019,2019-10-08,0,0,0,0,200,20.5,2019-09-29,0,0,0,600,0,Five_Meter,NA,NA
2,SM,San Miguel Island,HR,Hare Rock,11002,Pisaster giganteus,Giant-spined Sea Star,2019,2019-10-08,0,0,0,0,200,20.5,2019-09-29,0.0033,0.0365,0.0033,600,2,Five_Meter,NA,NA
2,SM,San Miguel Island,HR,Hare Rock,11011,Pisaster ochraceus,Ochre Sea Star,2019,2019-10-08,0,0,0,0,200,20.5,2019-09-29,0,0,0,600,0,Five_Meter,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),1996,1996-08-05,47,0.235,0.3167,0.0501,200,33.18,1996-07-26,0.1233,0.2351,0.0215,600,74,Five_Meter,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),1996,1996-08-05,154,0.77,0.5739,0.0907,200,33.18,1996-07-26,0.4483,0.55,0.0502,600,269,Five_Meter,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11002,Pisaster giganteus,Giant-spined Sea Star,1996,1996-08-05,44,0.22,0.3646,0.0576,200,33.18,1996-07-26,0.18,0.2983,0.0272,600,108,Five_Meter,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),1997,1997-07-07,135,0.675,0.341,0.053900000000000003,200,33.18,1997-07-11,0.37,0.4146,0.0378,600,222,Five_Meter,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),1997,1997-07-07,66,0.33,0.27,0.0427,200,33.18,1997-07-11,0.145,0.226,0.0206,600,87,Five_Meter,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11002,Pisaster giganteus,Giant-spined Sea Star,1997,1997-07-07,54,0.27,0.4065,0.0643,200,33.18,1997-07-11,0.195,0.3454,0.0315,600,117,Five_Meter,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),1998,1998-09-14,19,0.095,0.2025,0.032,200,33.18,1998-08-14,0.0733,0.1597,0.0146,600,44,Five_Meter,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),1998,1998-09-14,1449,7.245,3.1361,0.4959,200,33.18,1998-08-14,2.52,3.8177,0.3485,600,1512,Five_Meter,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11002,Pisaster giganteus,Giant-spined Sea Star,1998,1998-09-14,1,0.005,0.0316,0.005,200,33.18,1998-08-14,0.0517,0.1283,0.0117,600,31,Five_Meter,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),1999,1999-07-19,233,1.165,0.5745,0.0908,200,33.18,1999-07-12,0.4533,0.6221,0.0568,600,272,Five_Meter,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),1999,1999-07-19,53,0.265,0.3118,0.0493,200,33.18,1999-07-12,0.165,0.2575,0.0235,600,99,Five_Meter,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11002,Pisaster giganteus,Giant-spined Sea Star,1999,1999-07-19,27,0.135,0.1994,0.0315,200,33.18,1999-07-12,0.1567,0.2203,0.0201,600,94,Five_Meter,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2000,2000-07-17,8,0.04,0.1707,0.027,200,33.18,2000-07-21,0.0433,0.1301,0.0119,600,26,Five_Meter,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2000,2000-07-17,2,0.01,0.0441,0.007,200,33.18,2000-07-21,0.02,0.0751,0.0069,600,12,Five_Meter,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11002,Pisaster giganteus,Giant-spined Sea Star,2000,2000-07-17,69,0.345,0.3869,0.0612,200,33.18,2000-07-21,0.33,0.3843,0.0351,600,198,Five_Meter,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2001,2001-07-30,2,0.01,0.0441,0.007,200,33.18,2001-07-25,0.0033,0.0257,0.0023,600,2,Five_Meter,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2001,2001-07-30,326,1.63,1.9111,0.3022,200,33.18,2001-07-25,0.5433,1.3388,0.1222,600,326,Five_Meter,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11002,Pisaster giganteus,Giant-spined Sea Star,2001,2001-07-30,132,0.66,0.7193,0.1137,200,33.18,2001-07-25,0.585,0.6836,0.0624,600,351,Five_Meter,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2002,2002-07-22,162,0.81,0.6308,0.0997,200,33.18,2002-07-17,0.2983,0.5224,0.0477,600,179,Five_Meter,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2002,2002-07-22,248,1.24,1.0585,0.1674,200,33.18,2002-07-17,0.5783,0.8606,0.0786,600,347,Five_Meter,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11002,Pisaster giganteus,Giant-spined Sea Star,2002,2002-07-22,88,0.44,0.4511,0.0713,200,33.18,2002-07-17,0.51,0.6329,0.0578,600,306,Five_Meter,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2003,2003-08-04,159,0.795,0.493,0.078,200,33.18,2003-08-08,0.3767,0.4775,0.0436,600,226,Five_Meter,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2003,2003-08-04,46,0.23,0.3188,0.0504,200,33.18,2003-08-08,0.2733,0.3545,0.0324,600,164,Five_Meter,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11002,Pisaster giganteus,Giant-spined Sea Star,2003,2003-08-04,72,0.36,0.3901,0.0617,200,33.18,2003-08-08,0.3617,0.4818,0.044,600,217,Five_Meter,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2004,2004-08-23,42,0.21,0.2351,0.0372,200,33.18,2004-08-13,0.1817,0.2154,0.0197,600,109,Five_Meter,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2004,2004-08-23,15,0.075,0.1335,0.0211,200,33.18,2004-08-13,0.1617,0.4662,0.0426,600,97,Five_Meter,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11002,Pisaster giganteus,Giant-spined Sea Star,2004,2004-08-23,37,0.185,0.3017,0.0477,200,33.18,2004-08-13,0.2117,0.3558,0.0325,600,127,Five_Meter,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2005,2005-07-11,100,0.5,0.4815,0.0761,200,33.18,2005-08-02,0.2129,0.3161,0.0189,1400,298,Five_Meter,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2002.75,Macrocystis pyrifera,Giant Kelp (Sub-adult),2005,2005-07-11,55,0.275,0.2924,0.0462,200,33.18,2005-08-02,0.0721,0.1873,0.0112,1400,101,Five_Meter,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,11002,Pisaster giganteus,Giant-spined Sea Star,2005,2005-07-11,29,0.145,0.2171,0.0343,200,33.18,2005-08-02,0.1529,0.2934,0.0175,1400,214,Five_Meter,NA,NA
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2002.25,Macrocystis pyrifera,Giant Kelp (Adult),2006,2006-08-07,82,0.41,0.3327,0.0526,200,33.18,2006-07-12,0.18,0.261,0.0156,1400,252,Five_Meter,NA,NA
