IslandCode,IslandName,Species,ScientificName,CommonName,SurveyYear,MeanSize,TotalCount,StandardError,StandardDeviation
SM,San Miguel Island,9002,Haliotis rufescens,Red Abalone,2013,189.1971,340,1,27.3729
SM,San Miguel Island,9006,Kelletia kelletii,Kellets Whelk,2013,90.5566,106,2,16.8105
SM,San Miguel Island,9008,Lithopoma gibberosa,Red Turban Snail,2013,59.1645,152,1,9.5505
SM,San Miguel Island,9009,Megathura crenulata,Giant Keyhole Limpet,2013,107.5556,27,4,21.288
SM,San Miguel Island,9010,Crassedoma giganteum,Rock Scallop,2013,73.7174,46,5,31.9163
SM,San Miguel Island,11001,Patiria miniata,Bat Star,2013,67.2527,186,1,12.4924
SM,San Miguel Island,11002,Pisaster giganteus,Giant-spined Sea Star,2013,97.545,200,2,24.8773
SM,San Miguel Island,11003,Pycnopodia helianthoides,Sunflower Star,2013,82.2586,116,7,77.1885
SM,San Miguel Island,11005,Strongylocentrotus franciscanus,Red Urchin,2013,63.2297,640,1,31.7905
SM,San Miguel Island,11006,Strongylocentrotus purpuratus,Purple Urchin,2013,24.0022,460,1,12.5157
SM,San Miguel Island,5002,Tethya aurantia,Orange Puffball Sponge,2014,56.3807,197,2,26.7813
SM,San Miguel Island,9002,Haliotis rufescens,Red Abalone,2014,182.5614,440,2,39.8851
SM,San Miguel Island,9006,Kelletia kelletii,Kellets Whelk,2014,93.9645,141,2,24.3259
SM,San Miguel Island,9008,Lithopoma gibberosa,Red Turban Snail,2014,55.9113,124,1,15.0964
SM,San Miguel Island,9009,Megathura crenulata,Giant Keyhole Limpet,2014,98.6286,35,2,14.7829
SM,San Miguel Island,9010,Crassedoma giganteum,Rock Scallop,2014,66.3704,135,3,32.2318
SM,San Miguel Island,11001,Patiria miniata,Bat Star,2014,61.9392,181,1,12.1001
SM,San Miguel Island,11002,Pisaster giganteus,Giant-spined Sea Star,2014,102.2273,22,4,17.46
SM,San Miguel Island,11005,Strongylocentrotus franciscanus,Red Urchin,2014,62.7695,629,1,29.0104
SM,San Miguel Island,11006,Strongylocentrotus purpuratus,Purple Urchin,2014,24.9134,693,0,10.9257
SM,San Miguel Island,2002,Macrocystis pyrifera,Giant Kelp (Adult),2015,14.423,305,1,13.7087
SM,San Miguel Island,5002,Tethya aurantia,Orange Puffball Sponge,2015,60.4575,153,2,24.4871
SM,San Miguel Island,9002,Haliotis rufescens,Red Abalone,2015,175.1592,377,2,47.7421
SM,San Miguel Island,9006,Kelletia kelletii,Kellets Whelk,2015,84.2812,96,2,23.2794
SM,San Miguel Island,9008,Lithopoma gibberosa,Red Turban Snail,2015,43.6087,184,2,20.5461
SM,San Miguel Island,9009,Megathura crenulata,Giant Keyhole Limpet,2015,101.2143,28,3,16.7936
SM,San Miguel Island,9010,Crassedoma giganteum,Rock Scallop,2015,48.1588,170,2,21.8194
SM,San Miguel Island,11001,Patiria miniata,Bat Star,2015,57.4057,212,1,13.4035
SM,San Miguel Island,11002,Pisaster giganteus,Giant-spined Sea Star,2015,84.4286,35,5,30.293
SM,San Miguel Island,11005,Strongylocentrotus franciscanus,Red Urchin,2015,59.852,608,1,27.8959
SM,San Miguel Island,11006,Strongylocentrotus purpuratus,Purple Urchin,2015,27.9799,648,0,9.6131
SM,San Miguel Island,2002,Macrocystis pyrifera,Giant Kelp (Adult),2016,12.6958,286,1,12.1075
SM,San Miguel Island,5002,Tethya aurantia,Orange Puffball Sponge,2016,57.6069,145,2,24.3011
SM,San Miguel Island,9002,Haliotis rufescens,Red Abalone,2016,184.6188,341,2,32.1415
SM,San Miguel Island,9006,Kelletia kelletii,Kellets Whelk,2016,80.8079,151,2,27.6386
SM,San Miguel Island,9008,Lithopoma gibberosa,Red Turban Snail,2016,53.9337,181,1,11.6226
SM,San Miguel Island,9009,Megathura crenulata,Giant Keyhole Limpet,2016,81.5789,38,4,27.4557
SM,San Miguel Island,9010,Crassedoma giganteum,Rock Scallop,2016,57.8744,223,1,21.3426
SM,San Miguel Island,11001,Patiria miniata,Bat Star,2016,56.8779,213,1,20.7904
SM,San Miguel Island,11002,Pisaster giganteus,Giant-spined Sea Star,2016,108.36,25,8,38.581
SM,San Miguel Island,11004,Lytechinus anamesus,White Urchin,2016,21.6857,70,1,5.0348
SM,San Miguel Island,11005,Strongylocentrotus franciscanus,Red Urchin,2016,57.6044,680,1,29.9747
SM,San Miguel Island,11006,Strongylocentrotus purpuratus,Purple Urchin,2016,29.0196,663,0,10.7263
SM,San Miguel Island,2002,Macrocystis pyrifera,Giant Kelp (Adult),2017,10.2162,333,1,10.1641
SM,San Miguel Island,5002,Tethya aurantia,Orange Puffball Sponge,2017,57.3765,162,1,18.9439
SM,San Miguel Island,9002,Haliotis rufescens,Red Abalone,2017,162.9738,382,3,50.3997
SM,San Miguel Island,9006,Kelletia kelletii,Kellets Whelk,2017,83.9381,210,2,25.5234
SM,San Miguel Island,9008,Lithopoma gibberosa,Red Turban Snail,2017,49.8271,133,1,11.6505
SM,San Miguel Island,9009,Megathura crenulata,Giant Keyhole Limpet,2017,71.25,60,3,26.0564
SM,San Miguel Island,9010,Crassedoma giganteum,Rock Scallop,2017,60.6132,287,1,24.1892
SM,San Miguel Island,11001,Patiria miniata,Bat Star,2017,58.7488,207,1,17.3035
SM,San Miguel Island,11002,Pisaster giganteus,Giant-spined Sea Star,2017,113.1053,38,6,38.9225
SM,San Miguel Island,11004,Lytechinus anamesus,White Urchin,2017,19.6984,63,1,5.4229
SM,San Miguel Island,11005,Strongylocentrotus franciscanus,Red Urchin,2017,51.0123,653,1,24.2889
SM,San Miguel Island,11006,Strongylocentrotus purpuratus,Purple Urchin,2017,30.3354,656,1,13.9211
SM,San Miguel Island,2002,Macrocystis pyrifera,Giant Kelp (Adult),2018,10.9524,168,1,9.3167
SM,San Miguel Island,5002,Tethya aurantia,Orange Puffball Sponge,2018,54.5899,139,2,23.1891
SM,San Miguel Island,9002,Haliotis rufescens,Red Abalone,2018,165.5484,403,2,45.525
SM,San Miguel Island,9006,Kelletia kelletii,Kellets Whelk,2018,80.4103,273,1,19.8815
SM,San Miguel Island,9007,Megastraea undosa,Wavy Turban Snail,2018,58.0569,123,1,8.0422
SM,San Miguel Island,9008,Lithopoma gibberosa,Red Turban Snail,2018,50.4897,194,1,8.6325
SM,San Miguel Island,9009,Megathura crenulata,Giant Keyhole Limpet,2018,66,87,2,20.9257
SM,San Miguel Island,9010,Crassedoma giganteum,Rock Scallop,2018,63.5126,277,1,23.3577
SM,San Miguel Island,11001,Patiria miniata,Bat Star,2018,56.9026,195,1,20.86
SM,San Miguel Island,11002,Pisaster giganteus,Giant-spined Sea Star,2018,112.24,25,11,53.2559
SM,San Miguel Island,11004,Lytechinus anamesus,White Urchin,2018,22.8235,34,1,4.2886
SM,San Miguel Island,11005,Strongylocentrotus franciscanus,Red Urchin,2018,45.9558,702,1,20.3287
SM,San Miguel Island,11006,Strongylocentrotus purpuratus,Purple Urchin,2018,30.75,768,0,13.4641
SM,San Miguel Island,5002,Tethya aurantia,Orange Puffball Sponge,2019,62.75,112,2,19.2861
SM,San Miguel Island,9002,Haliotis rufescens,Red Abalone,2019,145.1751,177,5,71.2433
SM,San Miguel Island,9006,Kelletia kelletii,Kellets Whelk,2019,79.6741,135,2,18.2927
SM,San Miguel Island,9007,Megastraea undosa,Wavy Turban Snail,2019,60.6557,61,1,7.2155
SM,San Miguel Island,9008,Lithopoma gibberosa,Red Turban Snail,2019,51.5298,151,1,6.5958
SM,San Miguel Island,9009,Megathura crenulata,Giant Keyhole Limpet,2019,75.0282,71,2,18.7852
SM,San Miguel Island,9010,Crassedoma giganteum,Rock Scallop,2019,62.2199,141,1,16.7639
SM,San Miguel Island,11001,Patiria miniata,Bat Star,2019,63.7308,130,1,15.6343
SM,San Miguel Island,11002,Pisaster giganteus,Giant-spined Sea Star,2019,144.7619,21,14,63.6615
SM,San Miguel Island,11004,Lytechinus anamesus,White Urchin,2019,24.8182,11,1,4.6004
SM,San Miguel Island,11005,Strongylocentrotus franciscanus,Red Urchin,2019,49.0282,426,1,22.4352
SM,San Miguel Island,11006,Strongylocentrotus purpuratus,Purple Urchin,2019,33.9442,430,1,14.6676
SM,San Miguel Island,9003,Haliotis corrugata,Pink Abalone,1985,115,1,NA,NA
SM,San Miguel Island,9005,Cypraea spadicea,Chestnut Cowrie,1985,46.9,30,1,5.4225
SM,San Miguel Island,9007,Megastraea undosa,Wavy Turban Snail,1985,52.2,15,4,17.0637
SM,San Miguel Island,9009,Megathura crenulata,Giant Keyhole Limpet,1985,63.6923,26,3,17.3638
SM,San Miguel Island,11003,Pycnopodia helianthoides,Sunflower Star,1986,157.1,20,17,74.5922
SM,San Miguel Island,9005,Cypraea spadicea,Chestnut Cowrie,1987,47.0667,30,1,3.5227
SM,San Miguel Island,9007,Megastraea undosa,Wavy Turban Snail,1987,82.1667,12,1,4.4073
SM,San Miguel Island,9009,Megathura crenulata,Giant Keyhole Limpet,1987,55.625,8,3,9.5907
SM,San Miguel Island,9009,Megathura crenulata,Giant Keyhole Limpet,1988,80.125,32,3,16.825
SM,San Miguel Island,9010,Crassedoma giganteum,Rock Scallop,1988,100.9167,12,10,35.6076
SM,San Miguel Island,11003,Pycnopodia helianthoides,Sunflower Star,1988,182.1,20,10,45.1849
SM,San Miguel Island,9009,Megathura crenulata,Giant Keyhole Limpet,1989,86,1,NA,NA
SM,San Miguel Island,9005,Cypraea spadicea,Chestnut Cowrie,1990,46.8605,43,1,7.6051
SM,San Miguel Island,11006,Strongylocentrotus purpuratus,Purple Urchin,1992,23.0495,101,1,8.1724
SM,San Miguel Island,11005,Strongylocentrotus franciscanus,Red Urchin,1993,63.2217,221,1,13.9111
SM,San Miguel Island,11006,Strongylocentrotus purpuratus,Purple Urchin,1993,28.5574,61,1,9.5647
SM,San Miguel Island,9010,Crassedoma giganteum,Rock Scallop,2000,89.4615,13,9,33.8566
SM,San Miguel Island,9005,Cypraea spadicea,Chestnut Cowrie,2006,43,19,1,4.899
SM,San Miguel Island,9007,Megastraea undosa,Wavy Turban Snail,2008,48,2,9,12.7279
SM,San Miguel Island,9012,Haliotis assimilis,Threaded Abalone,2014,63,1,NA,NA
SM,San Miguel Island,11003,Pycnopodia helianthoides,Sunflower Star,2014,15,1,NA,NA
SM,San Miguel Island,9007,Megastraea undosa,Wavy Turban Snail,2015,24,4,4,7.6158
SM,San Miguel Island,11003,Pycnopodia helianthoides,Sunflower Star,2015,32,2,2,2.8284
SM,San Miguel Island,11004,Lytechinus anamesus,White Urchin,2015,18.8125,16,1,4.6364
SM,San Miguel Island,11009,Centrostephanus coronatus,Coronado Urchin,2015,13.8,5,0,0.8367
SM,San Miguel Island,9007,Megastraea undosa,Wavy Turban Snail,2016,40.2903,62,1,10.7267
SM,San Miguel Island,9007,Megastraea undosa,Wavy Turban Snail,2017,48.0794,63,2,11.9222
SM,San Miguel Island,9014,Tegula regina,Queen Tegula,2018,45,1,NA,NA
SM,San Miguel Island,11003,Pycnopodia helianthoides,Sunflower Star,2018,26.5,2,1,2.1213
SR,Santa Rosa Island,9002,Haliotis rufescens,Red Abalone,1985,132.1111,63,5,37.9627
SR,Santa Rosa Island,9003,Haliotis corrugata,Pink Abalone,1985,110.6,5,23,52.2523
SR,Santa Rosa Island,9005,Cypraea spadicea,Chestnut Cowrie,1985,46.7857,98,1,5.8702
SR,Santa Rosa Island,9006,Kelletia kelletii,Kellets Whelk,1985,88.1493,67,2,20.0433
SR,Santa Rosa Island,9007,Megastraea undosa,Wavy Turban Snail,1985,61.1111,36,1,8.8213
SR,Santa Rosa Island,9009,Megathura crenulata,Giant Keyhole Limpet,1985,85.4688,96,2,17.409
SR,Santa Rosa Island,9010,Crassedoma giganteum,Rock Scallop,1985,72.1364,22,4,19.3914
SR,Santa Rosa Island,11001,Patiria miniata,Bat Star,1985,53.6398,161,1,14.1494
SR,Santa Rosa Island,11005,Strongylocentrotus franciscanus,Red Urchin,1985,51.5763,472,1,25.8286
SR,Santa Rosa Island,11006,Strongylocentrotus purpuratus,Purple Urchin,1985,37.9411,475,1,13.731
SR,Santa Rosa Island,11007,Parastichopus parvimensis,Warty Sea Cucumber,1985,122.2059,68,3,26.2505
SR,Santa Rosa Island,5002,Tethya aurantia,Orange Puffball Sponge,1986,54.8904,73,2,20.4101
SR,Santa Rosa Island,9002,Haliotis rufescens,Red Abalone,1986,130.6667,36,8,48.5904
SR,Santa Rosa Island,9003,Haliotis corrugata,Pink Abalone,1986,26.3333,3,2,3.5119
SR,Santa Rosa Island,9005,Cypraea spadicea,Chestnut Cowrie,1986,48.2857,91,1,4.8081
SR,Santa Rosa Island,9006,Kelletia kelletii,Kellets Whelk,1986,96.4615,13,8,29.3559
SR,Santa Rosa Island,9007,Megastraea undosa,Wavy Turban Snail,1986,46.8611,36,2,11.4147
SR,Santa Rosa Island,9009,Megathura crenulata,Giant Keyhole Limpet,1986,82.1667,84,2,17.5649
SR,Santa Rosa Island,9010,Crassedoma giganteum,Rock Scallop,1986,68.25,8,9,26.5317
SR,Santa Rosa Island,11001,Patiria miniata,Bat Star,1986,51.8966,145,1,17.1273
SR,Santa Rosa Island,11002,Pisaster giganteus,Giant-spined Sea Star,1986,79.1727,110,2,25.2063
SR,Santa Rosa Island,11004,Lytechinus anamesus,White Urchin,1986,27.3399,253,0,4.6363
SR,Santa Rosa Island,11005,Strongylocentrotus franciscanus,Red Urchin,1986,59.3312,308,1,20.1124
SR,Santa Rosa Island,11006,Strongylocentrotus purpuratus,Purple Urchin,1986,34.476,334,1,9.7151
SR,Santa Rosa Island,11007,Parastichopus parvimensis,Warty Sea Cucumber,1986,156.9048,84,4,35.329
SR,Santa Rosa Island,5002,Tethya aurantia,Orange Puffball Sponge,1987,71.2553,47,4,26.048
SR,Santa Rosa Island,9002,Haliotis rufescens,Red Abalone,1987,154,21,5,22.1088
SR,Santa Rosa Island,9005,Cypraea spadicea,Chestnut Cowrie,1987,47.5116,86,0,4.1664
SR,Santa Rosa Island,9006,Kelletia kelletii,Kellets Whelk,1987,99.0851,47,2,14.7425
SR,Santa Rosa Island,9009,Megathura crenulata,Giant Keyhole Limpet,1987,82.1163,86,2,16.566
SR,Santa Rosa Island,11001,Patiria miniata,Bat Star,1987,53.0144,139,1,14.3294
SR,Santa Rosa Island,11002,Pisaster giganteus,Giant-spined Sea Star,1987,69.5053,95,2,21.6101
SR,Santa Rosa Island,11003,Pycnopodia helianthoides,Sunflower Star,1987,148.1977,86,6,53.6329
SR,Santa Rosa Island,11005,Strongylocentrotus franciscanus,Red Urchin,1987,53.8604,308,1,17.5945
SR,Santa Rosa Island,11006,Strongylocentrotus purpuratus,Purple Urchin,1987,29.0333,360,0,9.0501
SR,Santa Rosa Island,11007,Parastichopus parvimensis,Warty Sea Cucumber,1987,137.3913,92,3,28.2792
SR,Santa Rosa Island,5002,Tethya aurantia,Orange Puffball Sponge,1988,72.0294,68,3,21.0961
SR,Santa Rosa Island,9002,Haliotis rufescens,Red Abalone,1988,98,7,23,61.0928
SR,Santa Rosa Island,9005,Cypraea spadicea,Chestnut Cowrie,1988,46.8293,82,0,4.1657
SR,Santa Rosa Island,9006,Kelletia kelletii,Kellets Whelk,1988,91.1739,23,3,14.3516
SR,Santa Rosa Island,9009,Megathura crenulata,Giant Keyhole Limpet,1988,78.6744,86,1,8.9132
SR,Santa Rosa Island,9010,Crassedoma giganteum,Rock Scallop,1988,69.7391,23,5,23.5434
SR,Santa Rosa Island,11001,Patiria miniata,Bat Star,1988,52.2089,158,1,17.4936
SR,Santa Rosa Island,11002,Pisaster giganteus,Giant-spined Sea Star,1988,70.1102,127,2,25.2458
SR,Santa Rosa Island,11003,Pycnopodia helianthoides,Sunflower Star,1988,113.8485,99,6,62.9231
SR,Santa Rosa Island,11005,Strongylocentrotus franciscanus,Red Urchin,1988,62.161,410,1,19.8768
SR,Santa Rosa Island,11006,Strongylocentrotus purpuratus,Purple Urchin,1988,38.6846,241,1,9.8442
SR,Santa Rosa Island,11007,Parastichopus parvimensis,Warty Sea Cucumber,1988,142.2388,67,3,27.4591
SR,Santa Rosa Island,5002,Tethya aurantia,Orange Puffball Sponge,1989,70.973,74,3,22.6903
SR,Santa Rosa Island,9002,Haliotis rufescens,Red Abalone,1989,132.875,8,15,42.8567
SR,Santa Rosa Island,9005,Cypraea spadicea,Chestnut Cowrie,1989,45.987,77,1,4.8327
SR,Santa Rosa Island,9006,Kelletia kelletii,Kellets Whelk,1989,105.6667,27,2,8.562
SR,Santa Rosa Island,9007,Megastraea undosa,Wavy Turban Snail,1989,96.25,8,8,22.5056
SR,Santa Rosa Island,9009,Megathura crenulata,Giant Keyhole Limpet,1989,91.0909,33,3,14.4684
SR,Santa Rosa Island,9010,Crassedoma giganteum,Rock Scallop,1989,81.5769,26,4,22.1399
SR,Santa Rosa Island,11001,Patiria miniata,Bat Star,1989,52.3425,146,1,14.0646
SR,Santa Rosa Island,11002,Pisaster giganteus,Giant-spined Sea Star,1989,56.1714,105,2,23.2103
SR,Santa Rosa Island,11003,Pycnopodia helianthoides,Sunflower Star,1989,113.6047,86,6,53.5601
SR,Santa Rosa Island,11005,Strongylocentrotus franciscanus,Red Urchin,1989,63.4324,296,2,27.5022
SR,Santa Rosa Island,11006,Strongylocentrotus purpuratus,Purple Urchin,1989,34.5926,432,1,11.7234
SR,Santa Rosa Island,11007,Parastichopus parvimensis,Warty Sea Cucumber,1989,130.8,75,3,23.3516
SR,Santa Rosa Island,5002,Tethya aurantia,Orange Puffball Sponge,1990,62.2979,94,2,21.8848
SR,Santa Rosa Island,9002,Haliotis rufescens,Red Abalone,1990,94.9091,33,8,48.2658
SR,Santa Rosa Island,9005,Cypraea spadicea,Chestnut Cowrie,1990,47.0959,73,0,4.066
SR,Santa Rosa Island,9007,Megastraea undosa,Wavy Turban Snail,1990,103.8182,11,7,23.43
SR,Santa Rosa Island,9009,Megathura crenulata,Giant Keyhole Limpet,1990,96.25,24,6,29.0865
SR,Santa Rosa Island,9010,Crassedoma giganteum,Rock Scallop,1990,77.1053,57,3,26.4235
SR,Santa Rosa Island,11001,Patiria miniata,Bat Star,1990,57.8896,154,1,15.7254
SR,Santa Rosa Island,11002,Pisaster giganteus,Giant-spined Sea Star,1990,67.5636,165,2,29.7246
SR,Santa Rosa Island,11003,Pycnopodia helianthoides,Sunflower Star,1990,110.3946,147,4,52.506
SR,Santa Rosa Island,11005,Strongylocentrotus franciscanus,Red Urchin,1990,63.4818,330,1,21.4815
SR,Santa Rosa Island,11006,Strongylocentrotus purpuratus,Purple Urchin,1990,37.5838,370,1,10.5185
SR,Santa Rosa Island,11007,Parastichopus parvimensis,Warty Sea Cucumber,1990,134.6575,73,3,22.7963
SR,Santa Rosa Island,5002,Tethya aurantia,Orange Puffball Sponge,1991,68.6972,109,2,22.3659
SR,Santa Rosa Island,9002,Haliotis rufescens,Red Abalone,1991,109.4545,11,12,40.0459
SR,Santa Rosa Island,9009,Megathura crenulata,Giant Keyhole Limpet,1991,93.0217,46,2,12.6623
SR,Santa Rosa Island,9010,Crassedoma giganteum,Rock Scallop,1991,64.8986,69,4,31.6387
SR,Santa Rosa Island,11001,Patiria miniata,Bat Star,1991,59.4335,233,1,15.7635
SR,Santa Rosa Island,11002,Pisaster giganteus,Giant-spined Sea Star,1991,71.9931,144,3,35.3847
SR,Santa Rosa Island,11003,Pycnopodia helianthoides,Sunflower Star,1991,113.9937,159,4,50.3958
SR,Santa Rosa Island,11005,Strongylocentrotus franciscanus,Red Urchin,1991,76.8622,341,1,22.7373
SR,Santa Rosa Island,11006,Strongylocentrotus purpuratus,Purple Urchin,1991,41.8125,256,1,11.9317
SR,Santa Rosa Island,5002,Tethya aurantia,Orange Puffball Sponge,1992,63.3795,166,2,26.6698
SR,Santa Rosa Island,9002,Haliotis rufescens,Red Abalone,1992,128.1,70,5,39.0823
SR,Santa Rosa Island,9009,Megathura crenulata,Giant Keyhole Limpet,1992,113.8333,6,9,21.6094
SR,Santa Rosa Island,9010,Crassedoma giganteum,Rock Scallop,1992,62.5111,45,4,25.7732
SR,Santa Rosa Island,11001,Patiria miniata,Bat Star,1992,60.3846,208,1,16.8737
SR,Santa Rosa Island,11002,Pisaster giganteus,Giant-spined Sea Star,1992,72.7552,143,2,24.2299
SR,Santa Rosa Island,11003,Pycnopodia helianthoides,Sunflower Star,1992,139.2368,76,5,47.656
SR,Santa Rosa Island,11005,Strongylocentrotus franciscanus,Red Urchin,1992,65.5901,322,2,27.8292
SR,Santa Rosa Island,11006,Strongylocentrotus purpuratus,Purple Urchin,1992,39.8482,303,1,12.8791
SR,Santa Rosa Island,5002,Tethya aurantia,Orange Puffball Sponge,1993,62.801,191,2,23.0707
SR,Santa Rosa Island,9002,Haliotis rufescens,Red Abalone,1993,137.2388,67,4,36.436
SR,Santa Rosa Island,9009,Megathura crenulata,Giant Keyhole Limpet,1993,104.8947,19,4,19.2697
SR,Santa Rosa Island,9010,Crassedoma giganteum,Rock Scallop,1993,59.8846,26,6,28.671
SR,Santa Rosa Island,11001,Patiria miniata,Bat Star,1993,59.5718,383,1,13.6397
SR,Santa Rosa Island,11002,Pisaster giganteus,Giant-spined Sea Star,1993,77.4957,234,2,24.9517
SR,Santa Rosa Island,11003,Pycnopodia helianthoides,Sunflower Star,1993,125.8364,55,6,41.4942
SR,Santa Rosa Island,11005,Strongylocentrotus franciscanus,Red Urchin,1993,69.8287,356,2,28.3263
SR,Santa Rosa Island,11006,Strongylocentrotus purpuratus,Purple Urchin,1993,38.7727,242,1,13.1048
SR,Santa Rosa Island,5002,Tethya aurantia,Orange Puffball Sponge,1994,56.8082,146,2,22.0527
SR,Santa Rosa Island,9002,Haliotis rufescens,Red Abalone,1994,154.9677,31,7,38.7982
SR,Santa Rosa Island,9009,Megathura crenulata,Giant Keyhole Limpet,1994,102.2857,28,3,14.2617
SR,Santa Rosa Island,11001,Patiria miniata,Bat Star,1994,57.3235,170,1,14.7587
SR,Santa Rosa Island,11002,Pisaster giganteus,Giant-spined Sea Star,1994,79.9886,88,3,26.3519
SR,Santa Rosa Island,11003,Pycnopodia helianthoides,Sunflower Star,1994,149.3333,6,27,66.8511
SR,Santa Rosa Island,11005,Strongylocentrotus franciscanus,Red Urchin,1994,68.3115,122,3,29.11
SR,Santa Rosa Island,11006,Strongylocentrotus purpuratus,Purple Urchin,1994,37.9124,137,1,12.7033
SR,Santa Rosa Island,5002,Tethya aurantia,Orange Puffball Sponge,1995,56.1423,253,1,20.6493
SR,Santa Rosa Island,9002,Haliotis rufescens,Red Abalone,1995,156.6279,43,5,33.4301
SR,Santa Rosa Island,9009,Megathura crenulata,Giant Keyhole Limpet,1995,92.6774,31,2,11.4146
SR,Santa Rosa Island,11001,Patiria miniata,Bat Star,1995,55.6693,254,1,16.9501
SR,Santa Rosa Island,11002,Pisaster giganteus,Giant-spined Sea Star,1995,87.0697,244,2,28.3861
SR,Santa Rosa Island,11003,Pycnopodia helianthoides,Sunflower Star,1995,153.8247,97,6,62.74
SR,Santa Rosa Island,11005,Strongylocentrotus franciscanus,Red Urchin,1995,49.6227,273,2,30.2035
SR,Santa Rosa Island,11006,Strongylocentrotus purpuratus,Purple Urchin,1995,34.3304,230,1,12.1574
SR,Santa Rosa Island,5002,Tethya aurantia,Orange Puffball Sponge,1996,60.3243,111,2,21.0265
SR,Santa Rosa Island,9002,Haliotis rufescens,Red Abalone,1996,159.15,20,10,44.252
SR,Santa Rosa Island,11001,Patiria miniata,Bat Star,1996,58.2121,231,1,14.361
SR,Santa Rosa Island,11002,Pisaster giganteus,Giant-spined Sea Star,1996,84.6168,214,2,28.0156
